date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2026-05-03,沙田,1,3,11,皇金合 (K099),1:09.71,3/4,2,23.66,1,2,22.24 10.88    11.36,2,3,23.81 11.46    12.35,,,,,,,,,
2026-05-03,沙田,1,4,5,首駿 (K189),1:09.76,3-3/4,7,24.14,4,6,22.24 11.00    11.24,2-1/4,4,23.38 11.30    12.08,,,,,,,,,
2026-05-03,沙田,1,5,14,紅旺繽紛 (J255),1:09.78,6-3/4,11,24.62,5-1/4,8,21.96 10.80    11.16,2-1/2,5,23.20 11.34    11.86,,,,,,,,,
2026-05-03,沙田,1,6,10,本能 (K289),1:09.86,4,8,24.18,3-3/4,5,22.16 10.88    11.28,3,6,23.52 11.34    12.18,,,,,,,,,
2026-05-03,沙田,1,7,12,綫路光驊 (H487),1:09.94,7-3/4,14,24.78,6-1/2,11,22.00 10.84    11.16,3-1/2,7,23.16 11.26    11.90,,,,,,,,,
2026-05-03,沙田,1,8,2,金風萬里 (K150),1:09.99,5-1/4,9,24.38,4-3/4,7,22.12 11.00    11.12,3-3/4,8,23.49 11.34    12.15,,,,,,,,,
2026-05-03,沙田,1,9,6,陸小鳳 (K282),1:10.23,2-1/2,4,23.94,2-1/4,4,22.16 10.88    11.28,5-1/4,9,24.13 11.46    12.67,,,,,,,,,
2026-05-03,沙田,1,10,1,果然僥倖 (H252),1:10.56,3-1/4,6,24.06,6-1/2,10,22.72 11.28    11.44,7-1/4,10,23.78 11.46    12.32,,,,,,,,,
2026-05-03,沙田,1,11,7,飛雲 (H320),1:10.58,5-1/2,10,24.42,7-3/4,12,22.56 11.16    11.40,7-1/2,11,23.60 11.34    12.26,,,,,,,,,
2026-05-03,沙田,1,12,8,快活同盟 (K316),1:11.10,7-1/2,13,24.74,9,14,22.44 11.04    11.40,10-3/4,12,23.92 11.38    12.54,,,,,,,,,
2026-05-03,沙田,1,13,3,五福星 (J099),1:12.06,3,5,24.02,6,9,22.68 11.08    11.60,16-3/4,13,25.36 11.98    13.38,,,,,,,,,
2026-05-03,沙田,1,14,4,同有運 (H349),1:12.14,7-1/4,12,24.70,7-3/4,13,22.28 10.96    11.32,17-1/4,14,25.16 11.74    13.42,,,,,,,,,
2026-05-03,沙田,1,1,13,城中勇士 (H430),1:09.39,3/4,1,23.54,1,1,22.20 10.84    11.36,1,1,23.65 11.42    12.23,,,,,,,,,
2026-05-03,沙田,1,2,9,八里旺 (J243),1:09.54,2-1/2,3,23.94,2,3,22.12 10.88    11.24,1,2,23.48 11.42    12.06,,,,,,,,,
2026-05-03,沙田,1,3,11,皇金合 (K099),1:09.71,3/4,2,23.66,1,2,22.24 10.88    11.36,2,3,23.81 11.46    12.35,,,,,,,,,
2026-05-03,沙田,1,4,5,首駿 (K189),1:09.76,3-3/4,7,24.14,4,6,22.24 11.00    11.24,2-1/4,4,23.38 11.30    12.08,,,,,,,,,
2026-05-03,沙田,1,5,14,紅旺繽紛 (J255),1:09.78,6-3/4,11,24.62,5-1/4,8,21.96 10.80    11.16,2-1/2,5,23.20 11.34    11.86,,,,,,,,,
2026-05-03,沙田,1,6,10,本能 (K289),1:09.86,4,8,24.18,3-3/4,5,22.16 10.88    11.28,3,6,23.52 11.34    12.18,,,,,,,,,
2026-05-03,沙田,1,7,12,綫路光驊 (H487),1:09.94,7-3/4,14,24.78,6-1/2,11,22.00 10.84    11.16,3-1/2,7,23.16 11.26    11.90,,,,,,,,,
2026-05-03,沙田,1,8,2,金風萬里 (K150),1:09.99,5-1/4,9,24.38,4-3/4,7,22.12 11.00    11.12,3-3/4,8,23.49 11.34    12.15,,,,,,,,,
2026-05-03,沙田,1,9,6,陸小鳳 (K282),1:10.23,2-1/2,4,23.94,2-1/4,4,22.16 10.88    11.28,5-1/4,9,24.13 11.46    12.67,,,,,,,,,
2026-05-03,沙田,1,10,1,果然僥倖 (H252),1:10.56,3-1/4,6,24.06,6-1/2,10,22.72 11.28    11.44,7-1/4,10,23.78 11.46    12.32,,,,,,,,,
2026-05-03,沙田,1,11,7,飛雲 (H320),1:10.58,5-1/2,10,24.42,7-3/4,12,22.56 11.16    11.40,7-1/2,11,23.60 11.34    12.26,,,,,,,,,
2026-05-03,沙田,1,12,8,快活同盟 (K316),1:11.10,7-1/2,13,24.74,9,14,22.44 11.04    11.40,10-3/4,12,23.92 11.38    12.54,,,,,,,,,
2026-05-03,沙田,1,13,3,五福星 (J099),1:12.06,3,5,24.02,6,9,22.68 11.08    11.60,16-3/4,13,25.36 11.98    13.38,,,,,,,,,
2026-05-03,沙田,1,14,4,同有運 (H349),1:12.14,7-1/4,12,24.70,7-3/4,13,22.28 10.96    11.32,17-1/4,14,25.16 11.74    13.42,,,,,,,,,
